d2l-ai/d2l-zh;git@github.com:d2l-ai/d2l-zh.git;316965;e6b18ccea71451a55fcd861d7b96fddf2587b09a
python/cpython;git@github.com:python/cpython.git;657443;da8825ea95a7096bb4f933d33b212a94ade10f6e
ansible/ansible;git@github.com:ansible/ansible.git;256532;eb475e23f74d30f470e841ddf0a65f031081cad5
comfyanonymous/ComfyUI;git@github.com:comfyanonymous/ComfyUI.git;54282;1f1c7b7b5673fac3d3d38a1291ed1171f6cdc3eb
xtekky/gpt4free;git@github.com:xtekky/gpt4free.git;163933;f19cb9121a8eb5a4e73b74ba2ca65d52805e14e0
swisskyrepo/PayloadsAllTheThings;git@github.com:swisskyrepo/PayloadsAllTheThings.git;22696;38716075f02f13979f0594427c05e48c9e9f704e
keras-team/keras;git@github.com:keras-team/keras.git;44664;e0108291a2c7a91271cb774bb130a4b8c576fb20
sherlock-project/sherlock;git@github.com:sherlock-project/sherlock.git;17836;2c303a28697c8a0480e784bf45d4a2a0707b8812
scikit-learn/scikit-learn;git@github.com:scikit-learn/scikit-learn.git;166063;5b0ca3939854a3823beee6840b415a32ef16deb2
labmlai/annotated_deep_learning_paper_implementations;git@github.com:labmlai/annotated_deep_learning_paper_implementations.git;153812;90e21b5a36908a305f9dfa04a8e8ddc4d602f2b5
OpenInterpreter/open-interpreter;git@github.com:OpenInterpreter/open-interpreter.git;100327;21babb186f13e263a72cf525d15d79788edf4644
Alvin9999/new-pac;git@github.com:Alvin9999/new-pac.git;3419;084de36b8178ad5b97cddf86decc2cabde8b36e9
meta-llama/llama;git@github.com:meta-llama/llama.git;1146;8fac8befd776bc03242fe7bc2236cdb41b6c609c
localstack/localstack;git@github.com:localstack/localstack.git;44341;0f081fbe1de0d76788e5674f51caaab37a266b0d
zylon-ai/private-gpt;git@github.com:zylon-ai/private-gpt.git;2778;b7ee43788d1ffcc53ff0117541c7292cf2a127c5
soimort/you-get;git@github.com:soimort/you-get.git;3446;e9165e07de315dad5f6b09df8368f2188727a31e
ageitgey/face_recognition;git@github.com:ageitgey/face_recognition.git;103959;2e2dccea9dd0ce730c8d464d0f67c6eebb40c9d1
scrapy/scrapy;git@github.com:scrapy/scrapy.git;26971;402500b164efc01257679247d3dd1628a5f90f5e
CorentinJ/Real-Time-Voice-Cloning;git@github.com:CorentinJ/Real-Time-Voice-Cloning.git;369680;911679d0c27fb57cde8ef2b5967e9ed2dd543e10
deepfakes/faceswap;git@github.com:deepfakes/faceswap.git;203576;41b61f96a48dc94b13957e76f4db99330188be8d
AntonOsika/gpt-engineer;git@github.com:AntonOsika/gpt-engineer.git;20607;a90fcd543eedcc0ff2c34561bc0785d2ba83c47e
psf/requests;git@github.com:psf/requests.git;13107;23540c93cac97c763fe59e843a08fa2825aa80fd
ultralytics/yolov5;git@github.com:ultralytics/yolov5.git;16034;6420a1db87460d36fd2141a65659093df27c1996
commaai/openpilot;git@github.com:commaai/openpilot.git;933484;71951566c53e27638139236a03de31feeb75b764
Z4nzu/hackingtool;git@github.com:Z4nzu/hackingtool.git;1373;fbffd2ef27f66ed8d47a97c6b49659c8740806cb
Textualize/rich;git@github.com:Textualize/rich.git;50082;43d3b04725ab9731727fb1126e35980c62f32377
xai-org/grok-1;git@github.com:xai-org/grok-1.git;1008;7050ed204b8206bb8645c7b7bbef7252f79561b0
charlax/professional-programming;git@github.com:charlax/professional-programming.git;4751;b2b9428ff95b8d5f0a21e170a67238557b88e860
minimaxir/big-list-of-naughty-strings;git@github.com:minimaxir/big-list-of-naughty-strings.git;330;db33ec7b1d5d9616a88c76394b7d0897bd0b97eb
geekan/MetaGPT;git@github.com:geekan/MetaGPT.git;180794;4954729e7564c806d7e58b3ed8b00ef991f889cc
PaddlePaddle/PaddleOCR;git@github.com:PaddlePaddle/PaddleOCR.git;610688;52bc8f0eaba34604b3a4ee50981714605d34d639
pandas-dev/pandas;git@github.com:pandas-dev/pandas.git;364666;7415aca37159a99f8f99d93a1908070ddf36178c
Asabeneh/30-Days-Of-Python;git@github.com:Asabeneh/30-Days-Of-Python.git;29795;8ed841e75001aeb597854f006dd7252e7ec72c37
All-Hands-AI/OpenHands;git@github.com:All-Hands-AI/OpenHands.git;141560;99eda0e571bd4d1b000a0d4891278c1a6961a5c3
langflow-ai/langflow;git@github.com:langflow-ai/langflow.git;483108;48847ba3d28777be284eb2cc199b2bd5dcb8eb11
lllyasviel/Fooocus;git@github.com:lllyasviel/Fooocus.git;34056;d7439b2d6004d50a0fda19108603a8d1941a185e
hacksider/Deep-Live-Cam;git@github.com:hacksider/Deep-Live-Cam.git;142143;f164d9234b73d3541a1d6d4fd2a81b1cb9df1589
oobabooga/text-generation-webui;git@github.com:oobabooga/text-generation-webui.git;29718;e6eda6a3bb4e88ed1977924d5e7192d9fef20672
THUDM/ChatGLM-6B;git@github.com:THUDM/ChatGLM-6B.git;9362;401bf3a8a7dd8a26fba189551dccfc61a7079b4e
faif/python-patterns;git@github.com:faif/python-patterns.git;3782;328b2d469e92d6a0dfe17d37d3b180412723db45
mingrammer/diagrams;git@github.com:mingrammer/diagrams.git;52288;31e735adf139cec58444feb5865f558b71dd18d6
odoo/odoo;git@github.com:odoo/odoo.git;10033436;2130c7b37aef89d9e70d4e0a32e281fff50ef565
apachecn/ailearning;git@github.com:apachecn/ailearning.git;171378;26f415083e2354335a3fa9e8ba9d39d8d3ef9a7f
Stability-AI/stablediffusion;git@github.com:Stability-AI/stablediffusion.git;75202;cf1d67a6fd5ea1aa600c4df58e5b47da45f6bdbf
getsentry/sentry;git@github.com:getsentry/sentry.git;547508;c10c877afefdd9e71837b7695d92d3f849c9b665
psf/black;git@github.com:psf/black.git;6436;8dc912774e322a2cd46f691f19fb91d2237d06e2
hpcaitech/ColossalAI;git@github.com:hpcaitech/ColossalAI.git;65458;5b094a836b53415697de510d3a2c3b885631061c
chubin/cheat.sh;git@github.com:chubin/cheat.sh.git;4532;045d15f074310028c0760b9ae61b96245c835325
RVC-Boss/GPT-SoVITS;git@github.com:RVC-Boss/GPT-SoVITS.git;11553;a1fe2267af2df11cdaf28678af03fc958dc94a86
floodsung/Deep-Learning-Papers-Reading-Roadmap;git@github.com:floodsung/Deep-Learning-Papers-Reading-Roadmap.git;3638;a994642f82f071926fcb472bcf6cd63e4abba7ab
google-research/bert;git@github.com:google-research/bert.git;317;eedf5716ce1268e56f0a50264a88cafad334ac61
karpathy/nanoGPT;git@github.com:karpathy/nanoGPT.git;953;93a43d9a5c22450bbf06e78da2cb6eeef084b717
apache/airflow;git@github.com:apache/airflow.git;326960;84e87642a9baf68d883977002e4a38e0c46d1e4b
run-llama/llama_index;git@github.com:run-llama/llama_index.git;252141;e826bc07397544ed6d55c95026646463210d2a77
hiyouga/LLaMA-Factory;git@github.com:hiyouga/LLaMA-Factory.git;240901;e3e2c8c689c54ebb2af264de808502e5a8ba0f2b
mitmproxy/mitmproxy;git@github.com:mitmproxy/mitmproxy.git;63629;dfb2b273a21cd3b51ad6fef94f74e8dc4a6a511e
lm-sys/FastChat;git@github.com:lm-sys/FastChat.git;35326;6f4258a18d4579d3fced158b040549155c0b7c2e
microsoft/autogen;git@github.com:microsoft/autogen.git;138018;466848ac6517ff21f6555f40d094b8bd02b98602
LAION-AI/Open-Assistant;git@github.com:LAION-AI/Open-Assistant.git;35477;f1e6ed9526f5817531f3ab85441a40b3671ddccb
QuivrHQ/quivr;git@github.com:QuivrHQ/quivr.git;129491;9681a9ec8b6b09fe20d04bf41d17a57afc5398f9
coqui-ai/TTS;git@github.com:coqui-ai/TTS.git;170196;dbf1a08a0d4e47fdad6172e433eeb34bc6b13b4e
0voice/interview_internal_reference;git@github.com:0voice/interview_internal_reference.git;1160;9fe6c758e98c03c40c8908c39e78ab98a7ab53d6
gto76/python-cheatsheet;git@github.com:gto76/python-cheatsheet.git;12529;1bb76d1285c8b6d4765e3aba8dbac3a745882463
streamlit/streamlit;git@github.com:streamlit/streamlit.git;529839;7aa818bfadbbbfabe2ea72f0ce763deba234b830
LC044/WeChatMsg;git@github.com:LC044/WeChatMsg.git;58425;fc1e2fa7a54a0e80fc0e12f2adb56479de9e477c
microsoft/DeepSpeed;git@github.com:microsoft/DeepSpeed.git;222826;fa8db5cf2f9cf724fd2703353d40e3b37a8e7310
TencentARC/GFPGAN;git@github.com:TencentARC/GFPGAN.git;5467;7552a7791caad982045a7bbe5634bbf1cd5c8679
satwikkansal/wtfpython;git@github.com:satwikkansal/wtfpython.git;1388;ceec5fddb9894d3f1756b9bd3a63067b1efe3d21
XingangPan/DragGAN;git@github.com:XingangPan/DragGAN.git;34847;336f120ce126aca6f55dc58537e76c10d19eabd0
babysor/MockingBird;git@github.com:babysor/MockingBird.git;130682;1cde29d5f3a60c6bcc435c035bcb8f3b42a4ceef
ultralytics/ultralytics;git@github.com:ultralytics/ultralytics.git;41647;a6303020e6e4097fdcd425a5c0bf01a9fdd1c707
gradio-app/gradio;git@github.com:gradio-app/gradio.git;280017;7fa9b6fc97b90a4c0d07cbf066b810247fc84724
openai/gym;org-14957082@github.com:openai/gym.git;7123;dcd185843a62953e27c2d54dc8c2d647d604b635
ray-project/ray;git@github.com:ray-project/ray.git;493877;cf4c98c1c8690c2ddf9bc2bc23f5286f7c1fc29d
OpenBB-finance/OpenBB;git@github.com:OpenBB-finance/OpenBB.git;2330844;f4bcd0d25a4a4ff852978f330b505a8b949844e7
public-apis/public-apis;git@github.com:public-apis/public-apis.git;5030;274ecf0e19e8da03197bdda8f2c5be307ad6aa69
donnemartin/system-design-primer;git@github.com:donnemartin/system-design-primer.git;11220;40d5d2edccd00b4a66fb0e24d887d8b1a0d7ea0e
vinta/awesome-python;git@github.com:vinta/awesome-python.git;6769;2252650cfdff3782d5a85458507fe9ec6edde7a4
TheAlgorithms/Python;git@github.com:TheAlgorithms/Python.git;15109;787aa5d3b59640b2d9161b56ca8fde763597efe4
Significant-Gravitas/AutoGPT;git@github.com:Significant-Gravitas/AutoGPT.git;199867;9d1bc25ffa7bb627496bac12e05b410b61ab9832
jackfrued/Python-100-Days;git@github.com:jackfrued/Python-100-Days.git;343708;af045f6493f63056dbdd78a5dab3ca356867a65e
AUTOMATIC1111/stable-diffusion-webui;git@github.com:AUTOMATIC1111/stable-diffusion-webui.git;36304;82a973c04367123ae98bd9abdf80d9eda9b910e2
huggingface/transformers;git@github.com:huggingface/transformers.git;269090;2fa876d2d824123b80ced9d689f75a153731769b
ytdl-org/youtube-dl;git@github.com:ytdl-org/youtube-dl.git;65241;1036478d130c5f2001eca2d7d12558abe601d933
521xueweihan/HelloGitHub;git@github.com:521xueweihan/HelloGitHub.git;6468;3678195fd52af48f872bd58b41a4b585767366eb
yt-dlp/yt-dlp;git@github.com:yt-dlp/yt-dlp.git;52122;a3c0321825110d7eb447a6e6f393cec2bade34f9
nvbn/thefuck;git@github.com:nvbn/thefuck.git;4043;c7e7e1d884d3bb241ea6448f72a989434c2a35ec
pytorch/pytorch;git@github.com:pytorch/pytorch.git;1022529;c40d91718251bd824d2abaf97ca9a93fd139fa57
django/django;git@github.com:django/django.git;265003;0a341125d1f6ea8e5e80522a98725f906fb08350
fastapi/fastapi;git@github.com:fastapi/fastapi.git;25357;2612fa3e9d17fe74c97029b55b5d64be2d38400f
tensorflow/models;git@github.com:tensorflow/models.git;637719;65339fa1e660773a4e0a8c303afda819c12212c9
home-assistant/core;git@github.com:home-assistant/core.git;677713;1e4c7e832df6100390161418ff81070e77500378
openai/whisper;org-14957082@github.com:openai/whisper.git;4095;517a43ecd132a2089d85f4ebc044728a71d49f6e
3b1b/manim;git@github.com:3b1b/manim.git;76600;7a7bf83f117034b5cdf60ae85511c1b004769651
fighting41love/funNLP;git@github.com:fighting41love/funNLP.git;174188;29f4ac896f11058e87e10968569f999c69679b6f
pallets/flask;git@github.com:pallets/flask.git;10762;f61172b8dd3f962d33f25c50b2f5405e90ceffa5
bregman-arie/devops-exercises;git@github.com:bregman-arie/devops-exercises.git;4780;207ddb471ab0daf55fc2da03cceea30c0c8538cf
binary-husky/gpt_academic;git@github.com:binary-husky/gpt_academic.git;71445;286f7303be0d81a075a82f7ad0dc501e90633b4b
abi/screenshot-to-code;git@github.com:abi/screenshot-to-code.git;2786;595d969fc369635eb1d468ab473cca87b390bf65
josephmisiti/awesome-machine-learning;git@github.com:josephmisiti/awesome-machine-learning.git;3261;94f765d72057dab57ca3dbdf204a4d6944c7c45d
d2l-ai/d2l-zh;git@github.com:d2l-ai/d2l-zh.git;316965;e6b18ccea71451a55fcd861d7b96fddf2587b09a
python/cpython;git@github.com:python/cpython.git;657443;da8825ea95a7096bb4f933d33b212a94ade10f6e
ansible/ansible;git@github.com:ansible/ansible.git;256532;eb475e23f74d30f470e841ddf0a65f031081cad5
comfyanonymous/ComfyUI;git@github.com:comfyanonymous/ComfyUI.git;54282;1f1c7b7b5673fac3d3d38a1291ed1171f6cdc3eb
xtekky/gpt4free;git@github.com:xtekky/gpt4free.git;163933;f19cb9121a8eb5a4e73b74ba2ca65d52805e14e0
swisskyrepo/PayloadsAllTheThings;git@github.com:swisskyrepo/PayloadsAllTheThings.git;22696;38716075f02f13979f0594427c05e48c9e9f704e
keras-team/keras;git@github.com:keras-team/keras.git;44664;e0108291a2c7a91271cb774bb130a4b8c576fb20
sherlock-project/sherlock;git@github.com:sherlock-project/sherlock.git;17836;2c303a28697c8a0480e784bf45d4a2a0707b8812
scikit-learn/scikit-learn;git@github.com:scikit-learn/scikit-learn.git;166063;5b0ca3939854a3823beee6840b415a32ef16deb2
labmlai/annotated_deep_learning_paper_implementations;git@github.com:labmlai/annotated_deep_learning_paper_implementations.git;153812;90e21b5a36908a305f9dfa04a8e8ddc4d602f2b5
OpenInterpreter/open-interpreter;git@github.com:OpenInterpreter/open-interpreter.git;100327;21babb186f13e263a72cf525d15d79788edf4644
Alvin9999/new-pac;git@github.com:Alvin9999/new-pac.git;3419;084de36b8178ad5b97cddf86decc2cabde8b36e9
meta-llama/llama;git@github.com:meta-llama/llama.git;1146;8fac8befd776bc03242fe7bc2236cdb41b6c609c
localstack/localstack;git@github.com:localstack/localstack.git;44341;0f081fbe1de0d76788e5674f51caaab37a266b0d
zylon-ai/private-gpt;git@github.com:zylon-ai/private-gpt.git;2778;b7ee43788d1ffcc53ff0117541c7292cf2a127c5
soimort/you-get;git@github.com:soimort/you-get.git;3446;e9165e07de315dad5f6b09df8368f2188727a31e
ageitgey/face_recognition;git@github.com:ageitgey/face_recognition.git;103959;2e2dccea9dd0ce730c8d464d0f67c6eebb40c9d1
scrapy/scrapy;git@github.com:scrapy/scrapy.git;26971;402500b164efc01257679247d3dd1628a5f90f5e
CorentinJ/Real-Time-Voice-Cloning;git@github.com:CorentinJ/Real-Time-Voice-Cloning.git;369680;911679d0c27fb57cde8ef2b5967e9ed2dd543e10
deepfakes/faceswap;git@github.com:deepfakes/faceswap.git;203576;41b61f96a48dc94b13957e76f4db99330188be8d
AntonOsika/gpt-engineer;git@github.com:AntonOsika/gpt-engineer.git;20607;a90fcd543eedcc0ff2c34561bc0785d2ba83c47e
psf/requests;git@github.com:psf/requests.git;13107;23540c93cac97c763fe59e843a08fa2825aa80fd
ultralytics/yolov5;git@github.com:ultralytics/yolov5.git;16034;6420a1db87460d36fd2141a65659093df27c1996
commaai/openpilot;git@github.com:commaai/openpilot.git;933646;71951566c53e27638139236a03de31feeb75b764
Z4nzu/hackingtool;git@github.com:Z4nzu/hackingtool.git;1373;fbffd2ef27f66ed8d47a97c6b49659c8740806cb
